"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"17.10.2021","336.103","336.348","336.446","334.104","0,06K","-0,07%"
"16.10.2021","336.348","338.400","341.300","330.989","0,06K","-0,61%"
"15.10.2021","338.400","317.533","342.490","315.084","0,27K","6,57%"
"14.10.2021","317.533","316.295","320.000","311.012","0,18K","0,20%"
"13.10.2021","316.900","311.370","318.500","303.485","0,20K","1,78%"
"12.10.2021","311.370","319.000","319.900","300.000","0,11K","-2,39%"
"11.10.2021","319.000","303.028","320.000","302.287","0,13K","5,27%"
"10.10.2021","303.028","303.629","309.950","301.000","0,05K","-0,20%"
"09.10.2021","303.629","298.500","305.000","298.500","0,04K","1,72%"
"08.10.2021","298.500","295.500","305.000","295.291","0,12K","1,02%"
"07.10.2021","295.500","295.700","301.700","290.084","0,17K","-0,07%"
"06.10.2021","295.700","280.450","302.000","274.000","0,35K","5,20%"
"05.10.2021","281.071","267.101","282.778","265.383","0,17K","5,23%"
"04.10.2021","267.101","257.058","267.250","251.553","0,12K","3,91%"
"03.10.2021","257.058","254.527","260.000","252.000","0,04K","0,99%"
"02.10.2021","254.527","256.718","257.500","251.300","0,04K","-0,85%"
"01.10.2021","256.718","237.050","258.500","234.670","0,18K","8,30%"
"30.09.2021","237.050","226.487","239.000","226.200","0,07K","4,66%"
"29.09.2021","226.487","223.972","231.500","223.465","0,04K","1,12%"
"28.09.2021","223.972","228.001","230.496","223.500","0,04K","-1,77%"
"27.09.2021","228.001","232.513","237.888","228.000","0,04K","-1,94%"
"26.09.2021","232.513","230.600","235.998","223.000","0,03K","0,83%"
"25.09.2021","230.600","230.399","232.135","225.750","0,02K","0,09%"
"24.09.2021","230.399","240.884","241.000","220.000","0,09K","-4,28%"
"23.09.2021","240.690","233.298","240.768","230.591","0,06K","3,17%"
"22.09.2021","233.298","215.659","234.174","215.005","0,06K","8,01%"
"21.09.2021","215.997","229.805","234.324","160.000","0,16K","-6,01%"
"20.09.2021","229.805","250.900","250.900","228.968","0,15K","-8,41%"
"19.09.2021","250.900","255.569","256.435","249.381","0,02K","-1,83%"
"18.09.2021","255.569","251.245","258.000","250.808","0,04K","1,72%"
"17.09.2021","251.245","251.831","253.200","248.259","0,03K","-0,24%"
"16.09.2021","251.849","252.051","253.625","247.500","0,04K","-0,08%"
"15.09.2021","252.051","246.216","254.000","246.001","0,05K","2,37%"
"14.09.2021","246.216","236.586","247.500","235.800","0,05K","4,07%"
"13.09.2021","236.586","245.031","247.000","230.662","0,10K","-3,45%"
"12.09.2021","245.031","241.042","246.664","238.600","0,02K","1,65%"
"11.09.2021","241.042","238.400","244.998","238.400","0,02K","1,11%"
"10.09.2021","238.400","246.012","248.915","236.000","0,09K","-3,09%"
"09.09.2021","246.012","247.953","253.000","245.009","0,07K","-0,79%"
"08.09.2021","247.959","251.997","257.000","241.000","0,13K","-1,60%"
"07.09.2021","251.997","273.400","274.926","240.000","0,21K","-7,83%"
"06.09.2021","273.400","268.390","273.471","265.000","0,08K","1,87%"
"05.09.2021","268.390","260.027","269.300","258.332","0,04K","3,22%"
"04.09.2021","260.027","259.869","262.000","257.000","0,08K","0,06%"
"03.09.2021","259.869","256.000","263.999","252.500","0,09K","1,51%"
"02.09.2021","256.000","251.875","260.000","251.510","0,07K","1,64%"
"01.09.2021","251.875","246.233","253.352","242.300","0,06K","2,29%"
"31.08.2021","246.233","245.600","252.830","244.000","0,07K","0,24%"
"30.08.2021","245.645","255.000","256.279","245.500","0,05K","-3,67%"
"29.08.2021","255.000","255.270","259.000","251.500","0,03K","-0,11%"
"28.08.2021","255.270","256.990","258.100","253.002","0,01K","-0,67%"
"27.08.2021","256.990","249.316","257.775","247.000","0,06K","3,08%"
"26.08.2021","249.316","258.385","259.445","245.472","0,08K","-3,51%"
"25.08.2021","258.385","253.000","259.860","250.600","0,08K","2,13%"
"24.08.2021","253.000","268.211","269.794","252.830","0,11K","-5,67%"
"23.08.2021","268.211","266.073","271.500","265.963","0,08K","0,80%"
"22.08.2021","266.073","264.000","266.500","260.500","0,03K","0,79%"
"21.08.2021","264.000","265.000","267.500","260.060","0,05K","-0,38%"
"20.08.2021","265.000","252.000","265.000","250.406","0,12K","5,16%"
"19.08.2021","252.000","242.363","253.000","239.500","0,09K","3,98%"
"18.08.2021","242.363","239.270","247.342","237.115","0,05K","1,29%"
"17.08.2021","239.270","244.531","249.000","237.429","0,07K","-2,15%"
"16.08.2021","244.531","249.718","253.005","243.168","0,09K","-2,08%"
"15.08.2021","249.718","248.246","249.800","243.468","0,04K","0,59%"
"14.08.2021","248.246","251.772","251.772","244.001","0,05K","-1,40%"
"13.08.2021","251.772","235.138","251.772","234.708","0,09K","7,18%"
"12.08.2021","234.905","240.195","242.599","230.382","0,09K","-2,20%"
"11.08.2021","240.195","237.598","244.400","237.373","0,07K","1,09%"
"10.08.2021","237.598","243.481","244.900","233.573","0,12K","-2,42%"
"09.08.2021","243.481","231.187","244.000","225.169","0,16K","5,32%"
"08.08.2021","231.187","235.000","238.000","227.190","0,10K","-1,62%"
"07.08.2021","235.000","223.399","235.000","222.865","0,12K","5,19%"
"06.08.2021","223.399","213.500","225.445","208.145","0,17K","4,64%"
"05.08.2021","213.500","206.721","214.737","195.000","0,15K","3,28%"
"04.08.2021","206.721","199.760","208.000","196.000","0,09K","3,48%"
"03.08.2021","199.760","203.363","206.262","197.132","0,08K","-2,28%"
"02.08.2021","204.417","207.934","209.364","201.630","0,10K","-1,69%"
"01.08.2021","207.934","215.500","218.860","206.005","0,08K","-3,51%"
"31.07.2021","215.500","219.300","219.501","214.000","0,08K","-1,73%"
"30.07.2021","219.300","204.970","219.300","197.100","0,14K","6,99%"
"29.07.2021","204.970","206.000","209.150","201.638","0,07K","-0,50%"
"28.07.2021","206.000","204.236","211.140","202.094","0,13K","0,93%"
"27.07.2021","204.100","193.582","204.100","188.022","0,13K","5,43%"
"26.07.2021","193.582","183.200","209.396","183.200","0,30K","5,67%"
"25.07.2021","183.200","179.950","183.200","176.490","0,06K","3,97%"
"24.07.2021","176.206","175.000","176.564","174.000","0,07K","0,69%"
"23.07.2021","175.000","169.233","175.500","167.000","0,07K","3,41%"
"22.07.2021","169.233","168.481","169.859","165.313","0,05K","0,45%"
"21.07.2021","168.481","156.343","171.500","155.000","0,11K","7,76%"
"20.07.2021","156.343","163.447","163.705","155.003","0,12K","-4,35%"
"19.07.2021","163.447","164.764","164.764","160.000","0,05K","-0,80%"
"18.07.2021","164.764","163.303","167.980","162.528","0,03K","0,89%"
"17.07.2021","163.303","163.000","164.938","161.606","0,02K","0,19%"
"16.07.2021","163.000","163.855","166.418","161.100","0,05K","-0,52%"
"15.07.2021","163.855","168.564","170.500","161.600","0,07K","-2,79%"
"14.07.2021","168.564","170.670","171.522","166.100","0,07K","-1,23%"
"13.07.2021","170.670","173.915","174.115","168.030","0,08K","-1,88%"
"12.07.2021","173.941","180.057","181.950","171.000","0,07K","-3,40%"
"11.07.2021","180.057","178.000","181.900","177.001","0,03K","1,16%"
"10.07.2021","178.000","178.161","180.977","175.400","0,03K","-0,09%"
"09.07.2021","178.161","172.725","180.143","172.022","0,04K","2,09%"
"08.07.2021","174.508","178.430","178.430","171.877","0,08K","-2,20%"
"07.07.2021","178.430","177.490","183.000","177.490","0,08K","0,66%"
"06.07.2021","177.252","174.105","177.411","173.616","0,06K","1,81%"
"05.07.2021","174.105","179.249","179.249","170.001","0,09K","-2,87%"
"04.07.2021","179.249","175.543","179.880","175.543","0,04K","2,04%"
"03.07.2021","175.659","171.777","175.659","171.650","0,04K","2,26%"
"02.07.2021","171.777","170.045","171.777","168.811","0,04K","1,02%"
"01.07.2021","170.045","175.730","175.730","167.605","0,08K","-3,33%"
"30.06.2021","175.911","178.821","179.026","172.078","0,07K","-1,63%"
"29.06.2021","178.821","171.002","179.312","170.969","0,11K","4,79%"
"28.06.2021","170.648","173.002","173.906","169.600","0,06K","-1,36%"
"27.06.2021","173.002","161.161","173.002","161.161","0,07K","7,35%"
"26.06.2021","161.161","159.046","161.161","155.727","0,07K","1,33%"
"25.06.2021","159.046","171.999","171.999","159.046","0,14K","-7,53%"
"24.06.2021","171.999","169.428","173.947","164.000","0,07K","1,52%"
"23.06.2021","169.428","162.584","171.074","162.584","0,18K","4,21%"
"22.06.2021","162.584","160.202","167.000","160.202","0,25K","1,49%"
"21.06.2021","160.202","184.820","184.820","160.202","0,26K","-13,32%"
"20.06.2021","184.820","183.850","185.302","178.935","0,10K","0,53%"
"19.06.2021","183.850","184.515","187.000","183.550","0,04K","-0,24%"
"18.06.2021","184.300","193.200","193.559","181.722","0,11K","-4,61%"
"17.06.2021","193.200","195.508","199.900","191.005","0,07K","-1,18%"
"16.06.2021","195.508","204.480","204.480","195.508","0,10K","-4,39%"
"15.06.2021","204.480","207.100","207.510","204.480","0,10K","-1,27%"
"14.06.2021","207.100","199.301","207.100","199.100","0,14K","3,91%"
"13.06.2021","199.301","183.830","199.301","181.870","0,11K","8,42%"
"12.06.2021","183.830","191.800","191.800","183.329","0,06K","-4,16%"
"11.06.2021","191.800","187.550","192.000","187.550","0,08K","2,27%"
"10.06.2021","187.550","191.600","191.600","186.000","0,12K","-2,11%"
"09.06.2021","191.600","170.285","191.600","167.173","0,22K","12,52%"
"08.06.2021","170.285","170.338","170.338","167.250","0,23K","-0,03%"
"07.06.2021","170.338","182.621","184.778","170.338","0,10K","-6,73%"
"06.06.2021","182.621","180.500","184.966","180.500","0,03K","1,18%"
"05.06.2021","180.500","188.079","189.850","180.500","0,07K","-4,03%"
"04.06.2021","188.079","198.500","198.500","187.408","0,10K","-5,01%"
"03.06.2021","198.000","191.642","198.000","191.073","0,07K","3,32%"
"02.06.2021","191.642","189.998","193.500","188.000","0,10K","0,86%"
"01.06.2021","190.000","194.602","194.602","188.197","0,07K","-2,36%"
"31.05.2021","194.602","190.000","194.698","185.223","0,10K","2,42%"
"30.05.2021","190.000","184.152","193.000","184.152","0,05K","3,18%"
"29.05.2021","184.152","190.847","193.001","182.867","0,09K","-3,51%"
"28.05.2021","190.847","204.465","204.465","190.847","0,23K","-6,66%"
"27.05.2021","204.465","210.420","211.887","202.958","0,09K","-2,83%"
"26.05.2021","210.420","205.000","213.703","204.999","0,12K","2,64%"
"25.05.2021","205.000","209.426","211.599","199.800","0,13K","-2,11%"
"24.05.2021","209.426","192.794","209.426","192.190","0,22K","8,63%"
"23.05.2021","192.795","205.000","209.000","179.990","0,25K","-7,09%"
"22.05.2021","207.500","204.889","211.699","199.968","0,09K","1,27%"
"21.05.2021","204.889","217.899","217.899","189.990","0,31K","-5,97%"
"20.05.2021","217.899","201.000","218.000","201.000","0,35K","8,41%"
"19.05.2021","201.000","230.460","230.460","189.000","0,79K","-12,61%"
"18.05.2021","230.000","229.102","244.184","228.981","0,25K","0,39%"
"17.05.2021","229.102","248.987","248.987","221.400","0,30K","-7,99%"
"16.05.2021","248.987","250.010","260.566","237.357","0,16K","-0,41%"
"15.05.2021","250.010","265.000","265.000","250.010","0,10K","-5,66%"
"14.05.2021","265.000","265.431","272.002","261.070","0,15K","-0,16%"
"13.05.2021","265.431","265.590","271.199","257.500","0,44K","0,16%"
"12.05.2021","265.010","300.000","301.500","265.010","0,20K","-11,37%"
"11.05.2021","299.000","298.742","300.240","293.000","0,10K","-0,05%"
"10.05.2021","299.152","307.700","309.632","297.079","0,16K","-2,78%"
"09.05.2021","307.700","310.944","310.944","304.990","0,05K","-1,03%"
"08.05.2021","310.900","305.802","311.995","305.802","0,07K","1,67%"
"07.05.2021","305.802","301.400","305.802","299.000","0,06K","1,46%"
"06.05.2021","301.400","307.651","311.500","301.230","0,09K","-2,03%"
"05.05.2021","307.651","295.016","310.200","295.016","0,11K","4,18%"
"04.05.2021","295.305","313.842","313.842","295.305","0,15K","-5,91%"
"03.05.2021","313.842","309.671","320.650","309.671","0,13K","1,35%"
"02.05.2021","309.671","315.500","315.500","309.399","0,05K","-1,85%"
"01.05.2021","315.500","317.750","318.021","313.490","0,10K","-0,71%"
"30.04.2021","317.750","287.998","317.750","287.998","0,13K","10,49%"
"29.04.2021","287.581","296.898","296.898","285.000","0,09K","-3,14%"
"28.04.2021","296.898","302.435","307.265","295.900","0,11K","-1,83%"
"27.04.2021","302.435","296.997","302.435","296.994","0,10K","1,83%"
"26.04.2021","296.997","274.026","298.450","274.026","0,26K","8,38%"
"25.04.2021","274.022","282.001","284.354","274.022","0,10K","-2,83%"
"24.04.2021","282.001","286.297","286.297","279.030","0,09K","-1,50%"
"23.04.2021","286.297","286.870","289.202","263.957","0,39K","-0,20%"
"22.04.2021","286.870","306.000","310.500","286.870","0,34K","-6,25%"
"21.04.2021","306.000","319.875","319.875","306.000","0,14K","-4,34%"
"20.04.2021","319.875","317.990","319.900","309.771","0,20K","0,59%"
"19.04.2021","317.990","324.000","334.859","317.990","0,31K","-1,85%"
"18.04.2021","324.000","347.500","347.500","322.400","0,42K","-6,76%"
"17.04.2021","347.500","347.998","352.398","347.500","0,05K","0,00%"
"16.04.2021","347.500","362.001","362.001","347.500","0,21K","-4,01%"
"15.04.2021","362.001","362.500","363.995","358.000","0,13K","-0,14%"
"14.04.2021","362.500","368.001","373.800","359.000","0,27K","-1,69%"
"13.04.2021","368.750","342.770","368.750","342.770","0,29K","7,58%"
"12.04.2021","342.770","339.897","342.770","339.897","0,10K","0,85%"
"11.04.2021","339.897","337.499","340.000","337.499","0,08K","0,71%"
"10.04.2021","337.499","331.500","340.000","331.500","0,15K","1,81%"
"09.04.2021","331.500","326.500","332.001","326.500","0,06K","1,69%"
"08.04.2021","325.990","319.263","325.990","319.263","0,07K","2,11%"
"07.04.2021","319.263","328.000","328.000","318.272","0,15K","-2,66%"
"06.04.2021","328.000","336.700","336.700","328.000","0,12K","-2,20%"
"05.04.2021","335.375","335.832","336.700","329.349","0,09K","-0,14%"
"04.04.2021","335.832","330.567","336.183","330.567","0,07K","1,59%"
"03.04.2021","330.567","337.500","338.200","330.567","0,07K","-2,05%"
"02.04.2021","337.500","337.002","337.990","336.000","0,08K","0,15%"
"01.04.2021","337.002","332.825","337.002","332.825","0,07K","1,26%"
"31.03.2021","332.825","337.799","337.999","332.825","0,11K","-1,34%"
"30.03.2021","337.350","329.521","338.005","328.800","0,15K","2,38%"
"29.03.2021","329.521","318.500","330.500","315.504","0,22K","3,46%"
"28.03.2021","318.500","318.201","320.000","314.898","0,04K","0,09%"
"27.03.2021","318.201","316.500","320.000","314.305","0,13K","0,54%"
"26.03.2021","316.500","294.143","316.500","294.143","0,14K","7,60%"
"25.03.2021","294.143","303.205","306.574","294.000","0,23K","-2,99%"
"24.03.2021","303.205","306.776","316.000","303.205","0,18K","-1,16%"
"23.03.2021","306.776","305.001","306.776","304.365","0,18K","0,58%"
"22.03.2021","305.001","321.000","321.990","305.001","0,24K","-4,98%"
"21.03.2021","321.000","325.810","325.810","321.000","0,09K","-1,48%"
"20.03.2021","325.810","325.619","327.950","325.619","0,06K","0,06%"
"19.03.2021","325.619","324.810","326.826","322.250","0,12K","0,25%"
"18.03.2021","324.810","328.980","328.980","324.810","0,17K","-1,27%"
"17.03.2021","328.980","320.600","328.980","313.307","0,17K","2,61%"
"16.03.2021","320.600","320.241","320.600","311.835","0,24K","0,11%"
"15.03.2021","320.241","336.000","340.000","320.241","0,27K","-4,69%"
"14.03.2021","336.000","339.998","339.998","335.500","0,09K","-1,18%"
"13.03.2021","339.998","319.989","339.998","318.900","0,25K","6,32%"
"12.03.2021","319.799","320.600","320.600","315.760","0,23K","-0,25%"
"11.03.2021","320.600","318.118","320.600","316.003","0,18K","0,78%"
"10.03.2021","318.118","314.898","319.850","314.898","0,34K","1,02%"
"09.03.2021","314.898","297.460","314.898","297.297","0,35K","5,86%"
"08.03.2021","297.460","288.082","297.460","284.012","0,29K","3,26%"
"07.03.2021","288.082","279.350","288.082","279.350","0,12K","3,40%"
"06.03.2021","278.601","279.551","279.551","274.588","0,08K","-0,34%"
"05.03.2021","279.551","279.500","281.250","271.550","0,16K","0,02%"
"04.03.2021","279.500","286.600","286.600","274.998","0,21K","-2,48%"
"03.03.2021","286.600","277.200","292.880","277.200","0,31K","3,39%"
"02.03.2021","277.200","282.000","282.000","274.366","0,16K","-1,70%"
"01.03.2021","282.000","257.000","282.000","257.000","0,25K","9,73%"
"28.02.2021","257.000","264.138","264.138","255.500","0,24K","-2,70%"
"27.02.2021","264.138","264.650","268.000","264.138","0,08K","-0,19%"
"26.02.2021","264.650","270.001","270.001","263.273","0,28K","-1,98%"
"25.02.2021","270.001","274.888","283.000","270.001","0,17K","-1,78%"
"24.02.2021","274.888","272.999","284.500","272.100","0,29K","0,69%"
"23.02.2021","272.999","302.500","302.500","266.550","0,78K","-9,75%"
"22.02.2021","302.500","318.889","318.889","302.500","0,57K","-5,14%"
"21.02.2021","318.889","313.300","318.998","313.300","0,11K","1,78%"
"20.02.2021","313.300","304.500","319.500","304.500","0,35K","2,89%"
"19.02.2021","304.500","285.999","304.500","285.405","0,29K","6,47%"
"18.02.2021","285.999","288.100","288.513","285.999","0,21K","-0,73%"
"17.02.2021","288.100","272.000","288.100","272.000","0,30K","6,09%"
"16.02.2021","271.560","265.000","271.560","265.000","0,17K","2,48%"
"15.02.2021","265.000","266.600","266.600","263.202","0,16K","-0,75%"
"14.02.2021","267.000","258.200","267.670","258.200","0,18K","3,41%"
"13.02.2021","258.200","258.065","259.500","257.650","0,09K","0,05%"
"12.02.2021","258.065","258.001","259.000","257.185","0,23K","0,02%"
"11.02.2021","258.001","243.501","258.001","243.501","0,31K","5,95%"
"10.02.2021","243.501","250.000","251.563","242.566","0,31K","-2,60%"
"09.02.2021","250.000","249.989","253.498","243.890","0,58K","0,00%"
"08.02.2021","249.989","214.096","249.989","211.252","0,72K","16,76%"
"07.02.2021","214.096","213.000","214.096","209.100","0,16K","0,51%"
"06.02.2021","213.000","205.900","218.000","205.900","0,34K","3,45%"
"05.02.2021","205.900","204.556","205.900","204.556","0,13K","3,99%"
"04.02.2021","198.000","200.000","200.000","198.000","0,30K","-1,00%"
"03.02.2021","200.000","191.068","200.000","191.068","0,27K","4,67%"
"02.02.2021","191.068","184.049","191.068","184.049","0,18K","3,81%"
"01.02.2021","184.049","182.999","185.990","182.999","0,17K","0,57%"
"31.01.2021","182.999","186.060","186.060","182.999","0,10K","-1,93%"
"30.01.2021","186.605","187.328","187.328","186.300","0,13K","-0,39%"
"29.01.2021","187.328","178.511","199.002","178.511","0,68K","4,65%"
"28.01.2021","178.999","165.150","178.999","165.150","0,21K","8,39%"
"27.01.2021","165.150","176.114","176.114","165.150","0,30K","-6,23%"
"26.01.2021","176.114","179.150","179.150","176.114","0,24K","-1,69%"
"25.01.2021","179.150","177.000","180.000","177.000","0,25K","1,21%"
"24.01.2021","177.000","176.999","177.000","176.999","0,09K","0,00%"
"23.01.2021","176.999","181.000","181.000","176.357","0,10K","-2,21%"
"22.01.2021","181.000","168.899","181.000","168.899","0,45K","7,16%"
"21.01.2021","168.900","189.522","189.522","168.900","0,46K","-10,96%"
"20.01.2021","189.700","194.707","194.707","189.700","0,36K","-2,62%"
"19.01.2021","194.800","194.650","195.450","194.650","0,19K","0,08%"
"18.01.2021","194.650","190.500","194.650","190.500","0,17K","2,18%"
"17.01.2021","190.500","195.026","195.026","190.500","0,19K","-2,70%"
"16.01.2021","195.788","198.899","199.980","195.788","0,14K","-1,56%"
"15.01.2021","198.899","204.950","204.950","198.899","0,39K","-2,95%"
"14.01.2021","204.950","197.950","204.950","197.950","0,41K","3,54%"
"13.01.2021","197.950","186.725","197.950","186.725","0,38K","6,01%"
"12.01.2021","186.725","200.000","200.000","186.725","0,51K","-6,64%"
"11.01.2021","200.000","210.116","210.116","200.000","1,15K","-4,81%"
"10.01.2021","210.116","220.000","222.996","210.116","0,72K","-4,71%"
"09.01.2021","220.500","224.300","224.300","220.500","0,18K","-1,69%"
"08.01.2021","224.300","216.991","224.300","216.991","0,70K","3,37%"
"07.01.2021","216.991","199.000","218.898","199.000","0,69K","9,04%"
"06.01.2021","199.000","179.000","199.000","179.000","0,46K","11,17%"
"05.01.2021","179.000","173.955","179.000","169.000","0,34K","2,90%"
"04.01.2021","173.955","175.998","175.998","173.955","0,56K","-1,16%"
"03.01.2021","175.998","168.900","175.998","168.900","0,30K","4,20%"
"02.01.2021","168.900","153.700","168.900","153.457","0,41K","9,89%"
"01.01.2021","153.700","152.762","153.700","152.762","0,09K","0,61%"
"31.12.2020","152.762","151.121","152.762","151.121","0,13K","1,09%"
"30.12.2020","151.121","143.970","151.121","143.970","0,29K","4,97%"
"29.12.2020","143.970","144.940","144.940","143.970","0,21K","-0,67%"
"28.12.2020","144.940","139.800","144.940","139.800","0,21K","3,68%"
"27.12.2020","139.800","142.345","150.000","139.800","0,42K","-1,79%"
"26.12.2020","142.345","130.000","142.345","130.000","0,28K","9,50%"
"25.12.2020","130.000","124.700","130.000","124.700","0,12K","4,25%"
"24.12.2020","124.700","123.001","124.700","122.652","0,09K","1,38%"
"23.12.2020","123.001","122.994","123.850","122.994","0,21K","0,01%"
"22.12.2020","122.994","118.056","122.994","118.056","0,20K","4,18%"
"21.12.2020","118.056","119.800","120.000","118.056","0,20K","-1,46%"
"20.12.2020","119.800","120.800","120.800","119.800","0,09K","-0,83%"
"19.12.2020","120.800","118.000","120.800","118.000","0,14K","2,37%"
"18.12.2020","118.000","114.220","118.000","114.220","0,17K","3,31%"
"17.12.2020","114.220","107.499","114.220","107.499","0,55K","6,25%"
"16.12.2020","107.499","99.300","107.499","99.300","0,50K","8,26%"
"15.12.2020","99.300","98.470","99.300","97.948","0,09K","0,84%"
"14.12.2020","98.470","97.500","98.510","97.500","0,09K","0,99%"
"13.12.2020","97.500","97.184","97.500","97.184","0,09K","0,32%"
"12.12.2020","97.184","92.632","97.184","92.632","0,10K","4,91%"
"11.12.2020","92.632","92.520","92.632","92.520","0,16K","0,12%"
"10.12.2020","92.520","97.315","97.315","92.520","0,13K","-4,93%"
"09.12.2020","97.315","94.951","97.315","94.951","0,17K","2,49%"
"08.12.2020","94.951","99.360","99.360","94.951","0,16K","-4,44%"
"07.12.2020","99.360","100.119","100.119","99.360","0,09K","-0,76%"
"06.12.2020","100.119","99.758","100.119","99.300","0,02K","0,36%"
"05.12.2020","99.758","97.818","99.758","97.818","0,04K","1,98%"
"04.12.2020","97.818","101.146","101.146","97.818","0,15K","-3,29%"
"03.12.2020","101.146","101.260","101.500","101.146","0,11K","-0,11%"
"02.12.2020","101.260","98.899","101.260","98.455","0,12K","2,39%"
"01.12.2020","98.899","104.500","104.500","98.899","0,23K","-5,36%"
"30.11.2020","104.500","98.398","104.500","98.398","0,31K","6,20%"
"29.11.2020","98.398","96.150","98.398","96.150","0,08K","2,34%"
"28.11.2020","96.150","92.552","96.150","92.552","0,09K","3,89%"
"27.11.2020","92.552","93.109","94.500","92.552","0,23K","-0,60%"
"26.11.2020","93.109","101.475","101.475","93.109","0,77K","-8,26%"
"25.11.2020","101.495","104.300","104.300","101.495","0,24K","-2,69%"
"24.11.2020","104.300","101.200","105.200","101.200","0,29K","3,06%"
"23.11.2020","101.200","100.300","101.200","100.020","0,17K","0,90%"
"22.11.2020","100.300","100.700","100.700","99.401","0,13K","-0,40%"
"21.11.2020","100.700","100.000","101.000","100.000","0,12K","0,70%"
"20.11.2020","100.000","96.029","100.000","96.029","0,29K","4,14%"
"19.11.2020","96.029","96.600","96.600","94.650","0,16K","-0,59%"
"18.11.2020","96.600","94.600","96.600","94.600","0,35K","2,11%"
"17.11.2020","94.600","91.097","94.600","91.097","0,27K","3,84%"
"16.11.2020","91.097","87.501","91.097","87.501","0,24K","4,11%"
"15.11.2020","87.501","88.100","88.100","87.501","0,03K","-0,68%"
"14.11.2020","88.100","89.177","89.177","88.100","0,08K","-1,21%"
"13.11.2020","89.177","88.768","89.177","88.768","0,22K","0,46%"
"12.11.2020","88.768","85.969","88.768","85.969","0,15K","3,26%"
"11.11.2020","85.969","83.900","85.969","83.900","0,17K","2,47%"
"10.11.2020","83.900","83.000","83.900","83.000","0,12K","1,08%"
"09.11.2020","83.000","84.300","84.300","81.000","0,19K","-1,54%"
"08.11.2020","84.300","80.495","84.300","80.495","0,10K","4,73%"
"07.11.2020","80.495","84.859","84.859","80.495","0,23K","-5,14%"
"06.11.2020","84.859","86.600","86.600","84.859","0,32K","-2,01%"
"05.11.2020","86.600","80.628","86.600","80.628","0,31K","7,41%"
"04.11.2020","80.628","80.500","80.628","79.601","0,16K","0,16%"
"03.11.2020","80.500","78.211","80.500","78.211","0,16K","2,93%"
"02.11.2020","78.211","79.205","79.205","78.183","0,08K","-1,25%"
"01.11.2020","79.205","79.405","79.405","79.099","0,04K","-0,25%"
"31.10.2020","79.405","78.101","79.405","78.101","0,09K","1,67%"
"30.10.2020","78.101","77.950","78.101","77.950","0,12K","0,19%"
"29.10.2020","77.950","76.899","77.950","76.899","0,12K","1,37%"
"28.10.2020","76.899","77.890","77.890","76.899","0,24K","-1,27%"
"27.10.2020","77.890","73.686","77.890","73.686","0,24K","5,70%"
"26.10.2020","73.686","73.500","73.686","73.500","0,13K","0,25%"
"25.10.2020","73.500","73.300","73.500","73.300","0,06K","0,27%"
"24.10.2020","73.300","72.250","73.300","72.250","0,05K","1,45%"
"23.10.2020","72.250","72.251","72.719","72.250","0,13K","-0,00%"
"22.10.2020","72.251","71.878","72.251","71.878","0,22K","1,19%"
"21.10.2020","71.401","66.979","72.100","66.979","0,59K","6,60%"
"20.10.2020","66.979","66.000","66.979","66.000","0,17K","1,48%"
"19.10.2020","66.000","64.972","66.000","64.820","0,15K","1,58%"
"18.10.2020","64.972","64.600","64.972","64.600","0,01K","0,58%"
"17.10.2020","64.600","64.476","64.600","64.476","0,02K","0,19%"
"16.10.2020","64.476","65.000","65.000","64.476","0,17K","-0,81%"
"15.10.2020","65.000","64.101","65.000","64.101","0,14K","1,40%"
"14.10.2020","64.101","63.602","64.101","63.602","0,14K","0,78%"
"13.10.2020","63.602","63.850","63.850","63.602","0,13K","-0,39%"
"12.10.2020","63.850","63.000","63.850","62.817","0,07K","1,35%"
"11.10.2020","63.000","62.747","63.000","62.747","0,03K","0,40%"
"10.10.2020","62.747","61.960","62.747","61.960","0,06K","1,27%"
"09.10.2020","61.960","61.218","61.960","61.218","0,16K","1,21%"
"08.10.2020","61.218","60.500","61.218","59.871","0,15K","1,19%"
"07.10.2020","60.500","59.800","60.500","59.800","0,13K","1,17%"
"06.10.2020","59.800","60.211","60.211","59.800","0,09K","-0,68%"
"05.10.2020","60.211","60.569","60.778","60.211","0,09K","-0,59%"
"04.10.2020","60.569","60.250","60.569","60.249","0,01K","0,53%"
"03.10.2020","60.250","60.800","60.800","60.250","0,01K","-0,90%"
"02.10.2020","60.800","60.649","60.800","60.649","0,10K","0,25%"
"01.10.2020","60.649","60.911","61.037","60.649","0,13K","-0,43%"
"30.09.2020","60.911","60.995","60.995","60.770","0,18K","-0,14%"
"29.09.2020","60.995","60.700","61.293","60.700","0,13K","0,49%"
"28.09.2020","60.700","59.948","60.700","59.948","0,18K","1,25%"
"27.09.2020","59.948","59.721","59.948","59.636","0,02K","0,38%"
"26.09.2020","59.721","59.810","59.810","59.721","0,02K","-0,15%"
"25.09.2020","59.810","59.501","59.810","59.501","0,14K","0,52%"
"24.09.2020","59.501","57.881","59.501","57.881","0,13K","2,80%"
"23.09.2020","57.881","57.880","57.881","57.880","0,13K","0,00%"
"22.09.2020","57.880","57.051","57.880","57.051","0,10K","1,45%"
"21.09.2020","57.051","59.050","59.050","57.051","0,21K","-3,39%"
"20.09.2020","59.050","59.750","59.750","59.050","0,04K","-1,17%"
"19.09.2020","59.750","59.285","59.750","59.285","0,05K","0,78%"
