"Time","Contracts","Funding Interval","Funding Rate"
"2020-07-02 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-07-02 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-07-01 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-07-01 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-07-01 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-30 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-30 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-30 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-29 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-29 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-29 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-28 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-28 13:00:00","BTCUSDT Perpetual","8h","0.0048%"
"2020-06-28 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-27 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-27 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-27 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-26 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-26 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-26 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-25 21:00:00","BTCUSDT Perpetual","8h","0.0094%"
"2020-06-25 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-25 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-24 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-24 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-24 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-23 21:00:00","BTCUSDT Perpetual","8h","0.0112%"
"2020-06-23 13:00:00","BTCUSDT Perpetual","8h","0.0122%"
"2020-06-23 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-22 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-22 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-22 05:00:00","BTCUSDT Perpetual","8h","0.0067%"
"2020-06-21 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-21 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-21 05:00:00","BTCUSDT Perpetual","8h","-0.0013%"
"2020-06-20 21:00:00","BTCUSDT Perpetual","8h","-0.0031%"
"2020-06-20 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-20 05:00:00","BTCUSDT Perpetual","8h","0.0011%"
"2020-06-19 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-19 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-19 05:00:00","BTCUSDT Perpetual","8h","0.0019%"
"2020-06-18 21:00:00","BTCUSDT Perpetual","8h","-0.0002%"
"2020-06-18 13:00:00","BTCUSDT Perpetual","8h","0.0076%"
"2020-06-18 05:00:00","BTCUSDT Perpetual","8h","-0.0116%"
"2020-06-17 21:00:00","BTCUSDT Perpetual","8h","-0.0101%"
"2020-06-17 13:00:00","BTCUSDT Perpetual","8h","0.0075%"
"2020-06-17 05:00:00","BTCUSDT Perpetual","8h","-0.0084%"
"2020-06-16 21:00:00","BTCUSDT Perpetual","8h","0.0077%"
"2020-06-16 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-16 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-15 21:00:00","BTCUSDT Perpetual","8h","-0.0153%"
"2020-06-15 13:00:00","BTCUSDT Perpetual","8h","-0.0183%"
"2020-06-15 05:00:00","BTCUSDT Perpetual","8h","-0.0042%"
"2020-06-14 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-14 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-14 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-13 21:00:00","BTCUSDT Perpetual","8h","0.0071%"
"2020-06-13 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-13 05:00:00","BTCUSDT Perpetual","8h","0.0072%"
"2020-06-12 21:00:00","BTCUSDT Perpetual","8h","-0.0020%"
"2020-06-12 13:00:00","BTCUSDT Perpetual","8h","0.0097%"
"2020-06-12 05:00:00","BTCUSDT Perpetual","8h","-0.0039%"
"2020-06-11 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-11 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-11 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-10 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-10 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-10 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-09 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-09 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-09 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-08 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-08 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-08 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-07 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-07 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-07 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-06 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-06 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-06 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-05 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-05 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-05 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-04 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-04 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-04 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-03 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-03 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-03 05:00:00","BTCUSDT Perpetual","8h","0.0086%"
"2020-06-02 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-02 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-06-02 05:00:00","BTCUSDT Perpetual","8h","0.0783%"
"2020-06-01 21:00:00","BTCUSDT Perpetual","8h","0.0344%"
"2020-06-01 13:00:00","BTCUSDT Perpetual","8h","0.0009%"
"2020-06-01 05:00:00","BTCUSDT Perpetual","8h","-0.0030%"
"2020-05-31 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-31 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-31 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-30 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-30 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-30 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-29 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-29 13:00:00","BTCUSDT Perpetual","8h","-0.0007%"
"2020-05-29 05:00:00","BTCUSDT Perpetual","8h","0.0018%"
"2020-05-28 21:00:00","BTCUSDT Perpetual","8h","0.0026%"
"2020-05-28 13:00:00","BTCUSDT Perpetual","8h","-0.0012%"
"2020-05-28 05:00:00","BTCUSDT Perpetual","8h","-0.0069%"
"2020-05-27 21:00:00","BTCUSDT Perpetual","8h","-0.0114%"
"2020-05-27 13:00:00","BTCUSDT Perpetual","8h","-0.0141%"
"2020-05-27 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-26 21:00:00","BTCUSDT Perpetual","8h","0.0021%"
"2020-05-26 13:00:00","BTCUSDT Perpetual","8h","0.0045%"
"2020-05-26 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-25 21:00:00","BTCUSDT Perpetual","8h","-0.0001%"
"2020-05-25 13:00:00","BTCUSDT Perpetual","8h","-0.0043%"
"2020-05-25 05:00:00","BTCUSDT Perpetual","8h","-0.0043%"
"2020-05-24 21:00:00","BTCUSDT Perpetual","8h","0.0067%"
"2020-05-24 13:00:00","BTCUSDT Perpetual","8h","0.0067%"
"2020-05-24 05:00:00","BTCUSDT Perpetual","8h","0.0079%"
"2020-05-23 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-23 13:00:00","BTCUSDT Perpetual","8h","0.0070%"
"2020-05-23 05:00:00","BTCUSDT Perpetual","8h","-0.0011%"
"2020-05-22 21:00:00","BTCUSDT Perpetual","8h","-0.0021%"
"2020-05-22 13:00:00","BTCUSDT Perpetual","8h","0.0068%"
"2020-05-22 05:00:00","BTCUSDT Perpetual","8h","-0.0024%"
"2020-05-21 21:00:00","BTCUSDT Perpetual","8h","-0.0052%"
"2020-05-21 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-21 05:00:00","BTCUSDT Perpetual","8h","0.0068%"
"2020-05-20 21:00:00","BTCUSDT Perpetual","8h","-0.0091%"
"2020-05-20 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-20 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-19 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-19 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-19 05:00:00","BTCUSDT Perpetual","8h","0.0078%"
"2020-05-18 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-18 13:00:00","BTCUSDT Perpetual","8h","-0.0067%"
"2020-05-18 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-17 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-17 13:00:00","BTCUSDT Perpetual","8h","0.0008%"
"2020-05-17 05:00:00","BTCUSDT Perpetual","8h","0.0041%"
"2020-05-16 21:00:00","BTCUSDT Perpetual","8h","0.0080%"
"2020-05-16 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-16 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-15 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-15 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-15 05:00:00","BTCUSDT Perpetual","8h","0.0044%"
"2020-05-14 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-14 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-14 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-13 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-13 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-13 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-12 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-12 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-12 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-11 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-11 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-11 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-10 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-10 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-10 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-09 21:00:00","BTCUSDT Perpetual","8h","0.0423%"
"2020-05-09 13:00:00","BTCUSDT Perpetual","8h","0.0580%"
"2020-05-09 05:00:00","BTCUSDT Perpetual","8h","0.0758%"
"2020-05-08 21:00:00","BTCUSDT Perpetual","8h","0.0420%"
"2020-05-08 13:00:00","BTCUSDT Perpetual","8h","0.0531%"
"2020-05-08 05:00:00","BTCUSDT Perpetual","8h","0.0340%"
"2020-05-07 21:00:00","BTCUSDT Perpetual","8h","0.0160%"
"2020-05-07 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-07 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-06 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-06 13:00:00","BTCUSDT Perpetual","8h","0.0359%"
"2020-05-06 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-05 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-05 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-05 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-04 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-04 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-04 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-03 21:00:00","BTCUSDT Perpetual","8h","0.0119%"
"2020-05-03 13:00:00","BTCUSDT Perpetual","8h","0.0151%"
"2020-05-03 05:00:00","BTCUSDT Perpetual","8h","0.0198%"
"2020-05-02 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-02 13:00:00","BTCUSDT Perpetual","8h","0.0101%"
"2020-05-02 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-01 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-05-01 13:00:00","BTCUSDT Perpetual","8h","0.0135%"
"2020-05-01 05:00:00","BTCUSDT Perpetual","8h","0.0178%"
"2020-04-30 21:00:00","BTCUSDT Perpetual","8h","0.0210%"
"2020-04-30 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-30 05:00:00","BTCUSDT Perpetual","8h","0.0975%"
"2020-04-29 21:00:00","BTCUSDT Perpetual","8h","0.0132%"
"2020-04-29 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-29 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-28 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-28 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-28 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-27 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-27 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-27 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-26 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-26 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-26 05:00:00","BTCUSDT Perpetual","8h","0.0074%"
"2020-04-25 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-25 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-25 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-24 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-24 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-24 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-23 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-23 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-23 05:00:00","BTCUSDT Perpetual","8h","-0.0155%"
"2020-04-22 21:00:00","BTCUSDT Perpetual","8h","-0.0224%"
"2020-04-22 13:00:00","BTCUSDT Perpetual","8h","-0.0313%"
"2020-04-22 05:00:00","BTCUSDT Perpetual","8h","-0.0115%"
"2020-04-21 21:00:00","BTCUSDT Perpetual","8h","-0.0027%"
"2020-04-21 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-21 05:00:00","BTCUSDT Perpetual","8h","-0.0076%"
"2020-04-20 21:00:00","BTCUSDT Perpetual","8h","-0.0092%"
"2020-04-20 13:00:00","BTCUSDT Perpetual","8h","-0.0058%"
"2020-04-20 05:00:00","BTCUSDT Perpetual","8h","-0.0019%"
"2020-04-19 21:00:00","BTCUSDT Perpetual","8h","-0.0014%"
"2020-04-19 13:00:00","BTCUSDT Perpetual","8h","0.0085%"
"2020-04-19 05:00:00","BTCUSDT Perpetual","8h","-0.0060%"
"2020-04-18 21:00:00","BTCUSDT Perpetual","8h","-0.0192%"
"2020-04-18 13:00:00","BTCUSDT Perpetual","8h","-0.0197%"
"2020-04-18 05:00:00","BTCUSDT Perpetual","8h","-0.0172%"
"2020-04-17 21:00:00","BTCUSDT Perpetual","8h","-0.0032%"
"2020-04-17 13:00:00","BTCUSDT Perpetual","8h","-0.0068%"
"2020-04-17 05:00:00","BTCUSDT Perpetual","8h","0.0033%"
"2020-04-16 21:00:00","BTCUSDT Perpetual","8h","0.0059%"
"2020-04-16 13:00:00","BTCUSDT Perpetual","8h","0.0063%"
"2020-04-16 05:00:00","BTCUSDT Perpetual","8h","-0.0460%"
"2020-04-15 21:00:00","BTCUSDT Perpetual","8h","-0.0071%"
"2020-04-15 13:00:00","BTCUSDT Perpetual","8h","0.0029%"
"2020-04-15 05:00:00","BTCUSDT Perpetual","8h","-0.0047%"
"2020-04-14 21:00:00","BTCUSDT Perpetual","8h","-0.0129%"
"2020-04-14 13:00:00","BTCUSDT Perpetual","8h","-0.0201%"
"2020-04-14 05:00:00","BTCUSDT Perpetual","8h","0.0054%"
"2020-04-13 21:00:00","BTCUSDT Perpetual","8h","-0.0013%"
"2020-04-13 13:00:00","BTCUSDT Perpetual","8h","-0.0029%"
"2020-04-13 05:00:00","BTCUSDT Perpetual","8h","-0.0203%"
"2020-04-12 21:00:00","BTCUSDT Perpetual","8h","0.0079%"
"2020-04-12 13:00:00","BTCUSDT Perpetual","8h","0.0084%"
"2020-04-12 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-11 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-11 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-11 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-10 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-10 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-10 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-09 21:00:00","BTCUSDT Perpetual","8h","-0.0051%"
"2020-04-09 13:00:00","BTCUSDT Perpetual","8h","-0.0089%"
"2020-04-09 05:00:00","BTCUSDT Perpetual","8h","-0.0101%"
"2020-04-08 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-08 13:00:00","BTCUSDT Perpetual","8h","0.0066%"
"2020-04-08 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-07 21:00:00","BTCUSDT Perpetual","8h","-0.0028%"
"2020-04-07 13:00:00","BTCUSDT Perpetual","8h","0.0011%"
"2020-04-07 05:00:00","BTCUSDT Perpetual","8h","-0.0030%"
"2020-04-06 21:00:00","BTCUSDT Perpetual","8h","-0.0129%"
"2020-04-06 13:00:00","BTCUSDT Perpetual","8h","-0.0085%"
"2020-04-06 05:00:00","BTCUSDT Perpetual","8h","0.0006%"
"2020-04-05 21:00:00","BTCUSDT Perpetual","8h","0.0023%"
"2020-04-05 13:00:00","BTCUSDT Perpetual","8h","0.0038%"
"2020-04-05 05:00:00","BTCUSDT Perpetual","8h","0.0041%"
"2020-04-04 21:00:00","BTCUSDT Perpetual","8h","-0.0045%"
"2020-04-04 13:00:00","BTCUSDT Perpetual","8h","-0.0078%"
"2020-04-04 05:00:00","BTCUSDT Perpetual","8h","0.0056%"
"2020-04-03 21:00:00","BTCUSDT Perpetual","8h","0.0061%"
"2020-04-03 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-04-03 05:00:00","BTCUSDT Perpetual","8h","0.0000%"
"2020-04-02 21:00:00","BTCUSDT Perpetual","8h","0.0090%"
"2020-04-02 13:00:00","BTCUSDT Perpetual","8h","0.0094%"
"2020-04-02 05:00:00","BTCUSDT Perpetual","8h","0.0032%"
"2020-04-01 21:00:00","BTCUSDT Perpetual","8h","-0.0194%"
"2020-04-01 13:00:00","BTCUSDT Perpetual","8h","-0.0350%"
"2020-04-01 05:00:00","BTCUSDT Perpetual","8h","-0.0487%"
"2020-03-31 21:00:00","BTCUSDT Perpetual","8h","-0.0093%"
"2020-03-31 13:00:00","BTCUSDT Perpetual","8h","-0.0162%"
"2020-03-31 05:00:00","BTCUSDT Perpetual","8h","-0.0153%"
"2020-03-30 21:00:00","BTCUSDT Perpetual","8h","-0.0054%"
"2020-03-30 13:00:00","BTCUSDT Perpetual","8h","-0.0070%"
"2020-03-30 05:00:00","BTCUSDT Perpetual","8h","-0.0339%"
"2020-03-29 21:00:00","BTCUSDT Perpetual","8h","-0.0644%"
"2020-03-29 13:00:00","BTCUSDT Perpetual","8h","-0.0257%"
"2020-03-29 05:00:00","BTCUSDT Perpetual","8h","-0.0292%"
"2020-03-28 21:00:00","BTCUSDT Perpetual","8h","-0.0233%"
"2020-03-28 13:00:00","BTCUSDT Perpetual","8h","-0.0217%"
"2020-03-28 05:00:00","BTCUSDT Perpetual","8h","-0.0413%"
"2020-03-27 21:00:00","BTCUSDT Perpetual","8h","-0.0123%"
"2020-03-27 13:00:00","BTCUSDT Perpetual","8h","0.0001%"
"2020-03-27 05:00:00","BTCUSDT Perpetual","8h","0.0068%"
"2020-03-26 21:00:00","BTCUSDT Perpetual","8h","0.0062%"
"2020-03-26 13:00:00","BTCUSDT Perpetual","8h","0.0015%"
"2020-03-26 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-03-25 21:00:00","BTCUSDT Perpetual","8h","-0.0017%"
"2020-03-25 13:00:00","BTCUSDT Perpetual","8h","0.0098%"
"2020-03-25 05:00:00","BTCUSDT Perpetual","8h","0.0099%"
"2020-03-24 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-03-24 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-03-24 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-03-23 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-03-23 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-03-23 05:00:00","BTCUSDT Perpetual","8h","-0.0163%"
"2020-03-22 21:00:00","BTCUSDT Perpetual","8h","-0.0168%"
"2020-03-22 13:00:00","BTCUSDT Perpetual","8h","0.0002%"
"2020-03-22 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-03-21 21:00:00","BTCUSDT Perpetual","8h","-0.0029%"
"2020-03-21 13:00:00","BTCUSDT Perpetual","8h","-0.0116%"
"2020-03-21 05:00:00","BTCUSDT Perpetual","8h","-0.0010%"
"2020-03-20 21:00:00","BTCUSDT Perpetual","8h","0.0083%"
"2020-03-20 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-03-20 05:00:00","BTCUSDT Perpetual","8h","-0.0012%"
"2020-03-19 21:00:00","BTCUSDT Perpetual","8h","-0.0155%"
"2020-03-19 13:00:00","BTCUSDT Perpetual","8h","-0.0271%"
"2020-03-19 05:00:00","BTCUSDT Perpetual","8h","-0.0221%"
"2020-03-18 21:00:00","BTCUSDT Perpetual","8h","-0.0151%"
"2020-03-18 13:00:00","BTCUSDT Perpetual","8h","-0.0334%"
"2020-03-18 05:00:00","BTCUSDT Perpetual","8h","-0.0356%"
"2020-03-17 21:00:00","BTCUSDT Perpetual","8h","-0.0148%"
"2020-03-17 13:00:00","BTCUSDT Perpetual","8h","-0.0106%"
"2020-03-17 05:00:00","BTCUSDT Perpetual","8h","-0.0037%"
"2020-03-16 21:00:00","BTCUSDT Perpetual","8h","-0.0239%"
"2020-03-16 13:00:00","BTCUSDT Perpetual","8h","-0.0904%"
"2020-03-16 05:00:00","BTCUSDT Perpetual","8h","-0.0369%"
"2020-03-15 21:00:00","BTCUSDT Perpetual","8h","-0.0283%"
"2020-03-15 13:00:00","BTCUSDT Perpetual","8h","-0.0488%"
"2020-03-15 05:00:00","BTCUSDT Perpetual","8h","-0.0543%"
"2020-03-14 21:00:00","BTCUSDT Perpetual","8h","-0.0479%"
"2020-03-14 13:00:00","BTCUSDT Perpetual","8h","-0.0504%"
"2020-03-14 05:00:00","BTCUSDT Perpetual","8h","-0.0050%"
"2020-03-13 21:00:00","BTCUSDT Perpetual","8h","-0.0765%"
"2020-03-13 13:00:00","BTCUSDT Perpetual","8h","-0.0654%"
"2020-03-13 05:00:00","BTCUSDT Perpetual","8h","-0.3000%"
"2020-03-12 21:00:00","BTCUSDT Perpetual","8h","-0.0161%"
"2020-03-12 13:00:00","BTCUSDT Perpetual","8h","-0.0152%"
"2020-03-12 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-03-11 21:00:00","BTCUSDT Perpetual","8h","0.0105%"
"2020-03-11 13:00:00","BTCUSDT Perpetual","8h","0.0228%"
"2020-03-11 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-03-10 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-03-10 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-03-10 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-03-09 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-03-09 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-03-09 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-03-08 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-03-08 13:00:00","BTCUSDT Perpetual","8h","0.0429%"
"2020-03-08 05:00:00","BTCUSDT Perpetual","8h","0.0497%"
"2020-03-07 21:00:00","BTCUSDT Perpetual","8h","0.0546%"
"2020-03-07 13:00:00","BTCUSDT Perpetual","8h","0.0327%"
"2020-03-07 05:00:00","BTCUSDT Perpetual","8h","0.0320%"
"2020-03-06 21:00:00","BTCUSDT Perpetual","8h","0.0394%"
"2020-03-06 13:00:00","BTCUSDT Perpetual","8h","0.0357%"
"2020-03-06 05:00:00","BTCUSDT Perpetual","8h","0.0217%"
"2020-03-05 21:00:00","BTCUSDT Perpetual","8h","0.0203%"
"2020-03-05 13:00:00","BTCUSDT Perpetual","8h","0.0195%"
"2020-03-05 05:00:00","BTCUSDT Perpetual","8h","0.0234%"
"2020-03-04 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-03-04 13:00:00","BTCUSDT Perpetual","8h","0.0243%"
"2020-03-04 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-03-03 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-03-03 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-03-03 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-03-02 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-03-02 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-03-02 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-03-01 21:00:00","BTCUSDT Perpetual","8h","0.0187%"
"2020-03-01 13:00:00","BTCUSDT Perpetual","8h","0.0310%"
"2020-03-01 05:00:00","BTCUSDT Perpetual","8h","0.0279%"
"2020-02-29 21:00:00","BTCUSDT Perpetual","8h","0.0493%"
"2020-02-29 13:00:00","BTCUSDT Perpetual","8h","0.0623%"
"2020-02-29 05:00:00","BTCUSDT Perpetual","8h","0.0601%"
