"Time","Contracts","Funding Interval","Funding Rate"
"2019-10-26 13:00:00","BTCUSDT Perpetual","8h","0.0308%"
"2019-10-26 05:00:00","BTCUSDT Perpetual","8h","0.0137%"
"2019-10-25 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-25 13:00:00","BTCUSDT Perpetual","8h","-0.0148%"
"2019-10-25 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-24 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-24 13:00:00","BTCUSDT Perpetual","8h","-0.0044%"
"2019-10-24 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-23 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-23 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-23 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-22 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-22 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-22 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-21 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-21 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-21 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-20 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-20 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-20 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-19 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-19 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-19 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-18 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-18 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-18 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-17 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-17 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-17 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-16 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-16 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-16 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-15 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-15 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-15 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-14 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-14 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-14 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-13 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-13 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-13 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-12 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-12 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-12 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-11 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-11 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-11 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-10 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-10 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-10 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-09 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-09 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-09 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-08 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-08 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-08 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-07 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-07 13:00:00","BTCUSDT Perpetual","8h","-0.0249%"
"2019-10-07 05:00:00","BTCUSDT Perpetual","8h","-0.0201%"
"2019-10-06 21:00:00","BTCUSDT Perpetual","8h","-0.0051%"
"2019-10-06 13:00:00","BTCUSDT Perpetual","8h","0.0027%"
"2019-10-06 05:00:00","BTCUSDT Perpetual","8h","-0.0037%"
"2019-10-05 21:00:00","BTCUSDT Perpetual","8h","-0.0111%"
"2019-10-05 13:00:00","BTCUSDT Perpetual","8h","-0.0013%"
"2019-10-05 05:00:00","BTCUSDT Perpetual","8h","-0.0227%"
"2019-10-04 21:00:00","BTCUSDT Perpetual","8h","-0.0257%"
"2019-10-04 13:00:00","BTCUSDT Perpetual","8h","-0.0138%"
"2019-10-04 05:00:00","BTCUSDT Perpetual","8h","0.0035%"
"2019-10-03 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-03 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-03 05:00:00","BTCUSDT Perpetual","8h","-0.0069%"
"2019-10-02 21:00:00","BTCUSDT Perpetual","8h","-0.0323%"
"2019-10-02 13:00:00","BTCUSDT Perpetual","8h","-0.0525%"
"2019-10-02 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-01 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-01 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-01 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-30 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-30 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-30 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-29 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-29 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-29 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-28 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-28 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-28 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-27 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-27 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-27 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-26 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-26 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-26 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-25 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-25 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-25 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-24 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-24 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-24 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-23 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-23 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-23 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-22 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-22 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-22 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-21 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-21 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-21 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-20 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-20 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-20 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-19 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-19 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-19 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-18 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-18 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-18 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-17 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-17 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-17 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-16 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-16 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-16 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-15 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-15 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-15 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-14 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-14 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-14 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-13 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-13 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-13 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-12 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-12 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-12 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-11 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-11 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-11 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-10 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-10 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-09-10 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
